feature_id,feature_index,module,tool_id,selected,effect_size,non_null_pass,non_null_fail,mean_pass,std_pass,mean_fail,std_fail
F523,522,test,test-tool-03,false,0.05895715,1463,104,14.70296801,7.17255003,15.09317981,6.01376431
F524,523,test,test-tool-04,false,0.05645200,1463,104,0.46539501,4.28706381,0.29214231,0.67744526
F525,524,test,test-tool-05,false,0.03195754,1463,104,5.71993117,21.37359343,5.23552404,1.63991836
F526,525,test,test-tool-06,false,0.04359957,1439,104,5.54850292,3.89841226,5.72497500,4.19141299
F527,526,test,test-tool-07,false,0.09072485,1463,104,1.44895906,0.96448822,1.36606538,0.85987935
F528,527,test,test-tool-08,false,0.04428039,1463,104,6.40096507,1.90315610,6.32189135,1.66006248
F529,528,test,test-tool-01,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F530,529,test,test-tool-02,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F531,530,test,test-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F532,531,test,test-tool-04,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F533,532,test,test-tool-05,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F534,533,test,test-tool-06,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F535,534,test,test-tool-07,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F536,535,test,test-tool-08,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F537,536,test,test-tool-01,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F538,537,test,test-tool-02,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F539,538,test,test-tool-03,false,,1454,104,0.00000000,0.00000000,0.00000000,0.00000000
F540,539,test,test-tool-04,false,0.06492680,1455,104,3.03988990,1.24392329,2.95511923,1.36455760
F541,540,test,test-tool-05,false,0.02247443,1455,104,1.94172021,0.73055502,1.95832788,0.74726793
F542,541,test,test-tool-06,false,0.09804220,1455,104,9.59241615,2.88789355,9.88041058,2.98619155
F543,542,test,test-tool-07,false,0.22043379,1461,104,0.11124565,0.00276051,0.11068558,0.00230018
F544,543,test,test-tool-08,false,0.24092241,1461,104,0.00849185,0.00156200,0.00817596,0.00099928
F545,544,test,test-tool-01,false,0.09575945,1461,104,0.00250746,0.00029856,0.00253365,0.00024597
F546,545,test,test-tool-02,false,0.21676580,1461,104,7.62752286,1.34108133,7.38495192,0.84025557
F547,546,test,test-tool-03,false,0.05654523,1221,86,1.04103817,0.39044556,1.01964186,0.36594314
F548,547,test,test-tool-04,false,0.21178115,1221,86,403.48171826,5.11517477,404.46590698,4.12648330
F549,548,test,test-tool-05,false,0.03698149,1221,86,75.67141196,3.37563602,75.79997674,3.57444664
F550,549,test,test-tool-06,false,0.01660803,1221,86,0.66248501,0.66796129,0.67420930,0.74197887
F551,550,test,test-tool-07,false,0.15558495,1221,86,16.94230139,4.58407117,18.02151163,8.67268748
F552,551,test,test-tool-08,false,0.16095610,1221,86,1.20757576,1.18314778,1.55918605,2.85382779
F553,552,test,test-tool-01,false,0.01965131,1221,86,0.27631671,0.27441369,0.28195930,0.29931768
F554,553,test,test-tool-02,false,0.15879510,1221,86,7.67285659,2.04472703,8.14424186,3.66650042
F555,554,test,test-tool-03,false,0.16261510,1221,86,0.49347690,0.52323445,0.64819767,1.23965916
F556,555,test,test-tool-04,false,0.09567763,1221,86,57.51724513,34.99206819,61.00195116,37.79657082
F557,556,test,test-tool-05,false,0.14731573,1221,86,4.19977952,1.18637506,4.46003953,2.19882756
F558,557,test,test-tool-06,false,0.15955174,1221,86,1.59120581,1.61647701,2.07546744,3.97632164
F559,558,test,test-tool-07,false,0.08203790,1462,104,0.99449124,0.08195793,1.00228654,0.10649291
F560,559,test,test-tool-08,false,0.09512579,1462,104,0.32441409,0.20071597,0.34390000,0.20888969
F561,560,test,test-tool-01,false,0.08248800,1462,104,0.07216765,0.05173379,0.07632019,0.04890898
F562,561,test,test-tool-02,false,0.10117453,1462,104,32.15216190,18.89596816,34.15173365,20.59468998
F563,562,test,test-tool-03,false,0.19352741,1214,80,262.82556343,7.56106680,261.27470000,8.44202893
F564,563,test,test-tool-04,false,0.08082696,1214,80,0.68017990,0.12351482,0.67145875,0.08960187
F565,564,test,test-tool-05,false,0.06336831,1214,80,6.43448105,2.62528797,6.60437500,2.73568586
F566,565,test,test-tool-06,false,0.16602252,1214,80,0.14465511,0.07916996,0.16009250,0.10499554
F567,566,test,test-tool-07,false,0.01215935,1214,80,2.61009176,1.03201840,2.62267375,1.03749103
F568,567,test,test-tool-08,false,0.16642215,1214,80,0.05970049,0.03197968,0.06594250,0.04231854
F569,568,test,test-tool-01,false,0.07685293,1214,80,2.44758303,0.99303989,2.52577125,1.04114056
F570,569,test,test-tool-02,false,0.19297426,1214,80,20.98106425,10.00571728,23.19072750,12.73248829
F571,570,test,test-tool-03,false,0.00601320,1463,104,530.53134826,17.19134676,530.41495577,21.30212601
F572,571,test,test-tool-04,false,0.06745424,1463,104,2.10325543,0.26796077,2.08187308,0.35939259
F573,572,test,test-tool-05,false,0.15198507,1463,104,29.19163964,88.01771987,18.01961346,55.31323548
F574,573,test,test-tool-06,false,0.25883766,1463,104,0.34907191,0.25462348,0.29730865,0.12310020
F575,574,test,test-tool-07,false,0.16789507,1463,104,9.41139091,27.52453596,5.65848750,15.54618249
F576,575,test,test-tool-08,false,0.26019454,1463,104,0.10568195,0.06939010,0.09132596,0.03568434
F577,576,test,test-tool-01,false,0.12862714,1463,104,5.69223014,17.17583219,3.75632788,12.57082494
F578,577,test,test-tool-02,false,0.24600522,1463,104,16.80752919,12.78750153,14.31891731,6.41486592
F579,578,test,test-tool-03,false,0.05627556,573,45,0.02156876,0.01180962,0.02219778,0.01050730
F580,579,test,test-tool-04,false,0.15413710,573,45,0.01672094,0.00961715,0.01821111,0.00971821
F581,580,test,test-tool-05,false,0.10894811,573,45,0.00537208,0.00312942,0.00570000,0.00288544
F582,581,test,test-tool-06,false,0.09138952,573,45,98.44283717,89.17442021,91.45992889,61.02743154
F583,582,test,test-tool-07,false,0.17820810,1462,104,0.50005349,0.00336668,0.50069615,0.00383089
F584,583,test,test-tool-08,false,0.03067985,1462,104,0.01529036,0.01767582,0.01570288,0.00701204
F585,584,test,test-tool-01,false,0.02807736,1462,104,0.00384118,0.00383123,0.00392212,0.00139346
F586,585,test,test-tool-02,false,0.02595352,1462,104,3.06302346,3.68294587,3.13534423,1.40200724
F587,586,test,test-tool-03,false,0.01732162,1462,104,0.02144473,0.01242136,0.02165096,0.01136696
F588,587,test,test-tool-04,false,0.14431797,1462,104,0.01639179,0.00881858,0.01764327,0.00852222
F589,588,test,test-tool-05,false,0.12857620,1462,104,0.00525951,0.00287600,0.00561827,0.00270181
F590,589,test,test-tool-06,false,0.01143138,1462,104,99.73649466,94.79815125,98.73623750,79.53722210
